company_name,email,phone,city,website,source_url
"Друштво за производство, трговија и сметководствени услуги ДЕЈДИ КОНСАЛТИНГ ДООЕЛ увоз-извоз Скопје",mitrovskad25@yahoo.com,075/375-778,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за сметководствени, правни и консалтинг услуги ЕМ КОНСАЛТИНГ ГРУП ДООЕЛ Кичево",emconsulting1@yahoo.com,076/223-372,КИЧЕВО,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за сметководство,проценки,вештачења и консалтинг БИРОЕКОНОМИК ДООЕЛ Скопје",biroekonomik@gmail.com,02/3165-913,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија и услуги ДЕСПОТОВСКИ ДООЕЛ Кочани",despotovskidooel@yahoo.com,033/270-227,КОЧАНИ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за ревизија БДО ДОО Скопје,bdo@bdo.mk,02/3117-888,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за сметководствени,консалтинг и правни услуги КОНТО ПРОФИТ ДООЕЛ Скопје",kontoprofit@t-home.mk,02/6091-551,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за производство трговија и услуги ЛУМИ ФМ ДООЕЛ Дебар,lumi-fm@hotmail.com,070/894-477,ДЕБАР,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за сметководствени,книговодствени и ревизорски работи; даночно советување КОНСАЛТИНГ ЛИ-МИ увоз-извоз ДООЕЛ Прилеп",kocoskamica@yahoo.com,072/227-508,ПРИЛЕП,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за вршење на сметководствени работи ДЕМЕРЏИЕВ КОНСАЛТИНГ ДООЕЛ Богданци,demerdzievkon@yahoo.com,034/223-600,БОГДАНЦИ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за промет и услуги СЕМ СИМОН ДОО Скопје,sem@neotel.net.mk,02/3118-231,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги и даночно советување РЕВИКОН КОНСАЛТИНГ СЕЕ ДООЕЛ Скопје,revikon.konsalting@gmail.com,02 3151 099,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени работи и услуги КОИНГ ДООЕЛ Скопје,gordana.kostadinovska@yahoo.cm,075/239-988,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за трговија и услуги ЛИРИМ-ЛГ ДООЕЛ увоз-извоз Дебар,lirim-lg@hotmail.com,070/241183,ДЕБАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за економско-правни услуги БИРО КОНСАЛТИНГ ДООЕЛ Скопје,valentingale@yahoo.com,070/885-222,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за производство трговија и услуги ТОДИН-КОМПАНИ ДООЕЛ Миравци Гевгелија,todin_kompani@yahoo.com,078/340-331,ГЕВГЕЛИЈА,,https://www.isos.mk/registar-of-accounting-companies/
Трговско друштво за сметководствени услуги и трговија ГАЛИБО ДООЕЛ Гевгелија,galibo_branko@yahoo.com,034/217-366,ГЕВГЕЛИЈА,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство, трговија и услуги ЕСТРЕЛА-М КОНТ ДООЕЛ Куманово",estrela_m_kont@hotmail.com,078/334-009,КУМАНОВО,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за вршење на сметководствени работи БИЛАНС БИРО ДООЕЛ Свети Николе,bilansbiro@hotmail.com,077/821-800,СВЕТИ НИКОЛЕ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,промет и услуги ПИВКА експорт-импорт ДООЕЛ Неготино",notkovabiljana@yahoo.com,071/355-836,НЕГОТИНО,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за  сметководствени,книговодствени работи и консалтинг услуги  КАВАДИС ДООЕЛ  Неготино",spasenka@kavadis.mk,043/370-913,НЕГОТИНО,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија и услуги ТАМАНА-КОМ ДООЕЛ увоз-извоз Гостивар",tamanakom@yahoo.com,042/211-340,ГОСТИВАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за финансиско-комерцијални услуги ЕКОМ-Д Драги ДООЕЛ увоз-извоз Скопје,ekom-d@t.mk,076/423-435,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за производство промет услуги и консалтинг ЈОЛЕ КБ КОНСАЛТИНГ ДООЕЛ Скопје,cece_zde@hotmail.com,070/765-447,ГАЗИ БАБА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги и трговија  АМЕНА ДООЕЛ Скопје,amena_mk@hotmail.com,02/3065-435,ЃОРЧЕ ПЕТРОВ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги и консалтинг ДАНИВЕЛ КОНСАЛТИНГ ДОО Скопје,danivelkonsalting@gmail.com,072/234-838,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за сметководствени,ревизорски и консултантски услуги КОТЕВСКИ КОНСАЛТИНГ ПЛУС ДООЕЛ Штип",zlatko@kotevski.mk,076/2016-626,ШТИП,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за промет и услуги ГАЛЕКС 2001 ДООЕЛ Скопје,l_galevska@yahoo.com,075/246-924,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за сметководствени, книговодствени работи и услуги КОНТО ВП ПАНЧЕ ДООЕЛ увоз-извоз Скопје",pancedodevski@gmail.com,070/308-479,ЃОРЧЕ ПЕТРОВ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги производство транспорт угостителство и трговија увоз-извоз ДДК-КАТЕРИНА ДООЕЛ Радовиш,vardar_k@yahoo.com,032/635-915,РАДОВИШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за интелектуални услуги ГОРВИК ДООЕЛ Скопје,gorvik.info@gmail.com,070/262-570,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,промет и услуги МАРКА МАР ММХ ДООЕЛ увоз-извоз Скопје",marka.mar2@yahoo.com,71 0070,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги ЕУРО БИЗНИС ЦЕНТАР КОНСАЛТИНГ ДООЕЛ Скопје,consulting@eurobc.mk,02/3103-380,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги СОРА Софија ДООЕЛ Скопје,sora.sk@live.com,070/220-346,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги МСС 2000 ДОО Скопје,mss2000@t.mk,02/3237-066,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за вработување на инвалидни лица, производство, трговија и услуги СКАЧКО-ПРИНТ ДОО увоз-извоз Куманово",skacko@yahoo.com,031/413-692,КУМАНОВО,,https://www.isos.mk/registar-of-accounting-companies/
Сметководствено биро БИГЛА ДООЕЛ Скопје,birobigla@gmail.com,02/2772-102,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за финансиски консалтинг ТИМ КОНСАЛТИНГ ДОО Скопје,i.spiroska@yahoo.com,02/2464-309,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги и консалтинг РИ-ТРАДЕ ДООЕЛ Скопје,ri-trade@t.mk,02/3217-094,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за консалтинг,трговија и услуги СЕКТОР 011 ДООЕЛ Скопје",ducazog@yahoo.com,075/356-374,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководство и консалтинг МАРЈАС АКАУНТ ДООЕЛ увоз-извоз Штип,marjas2015@yahoo.com,070/319-651,ШТИП,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија и услуги ДД-КОНСАЛТ ДООЕЛ Оризари Кочани",ddkonsalt@yahoo.com,033/294-920,КОЧАНИ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво  за сметководствени услуги  КОНСАЛТИНГ-СОФИЈА ДООЕЛ Неготино,sofija_kadieva@yahoo.com,071/255957,НЕГОТИНО,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за книговодствени услуги и консалтинг МА-ГО КНИГОВОДСТВО ДОО увоз-извоз Скопје,dtumago@yahoo.com,02/2775-822,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги и промет КНИГОПРИМА КОНСАЛТИНГ ДООЕЛ Скопје,info@knigoprima.com.mk,02/2040404,ЃОРЧЕ ПЕТРОВ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за производство и трговија ЏО - КО - КО Мартин ДООЕЛ експорт-импорт Скопје,dzokoko@t.mk,02/3063-301,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за трговија и услуги АРТСТИЛ ТЗЈ ДОО Скопје,artstiltzj@gmail.com,071/211-604,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
"Трговско друштво за услуги и трговија  КОД-КОНТО Чулева Розеана ДООЕЛ експорт-импорт,Скопје",kod.konto@yahoo.com,078/385-883,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
"Трговско друштво за производство,трговија и услуги ЕКОПРОМ Блаже ДООЕЛ извоз-увоз Скопје",ekopromblaze@gmail.com,02/3077-342,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за консалтинг и управувачки дејности МАНИ КОНСАЛТИНГ ДООЕЛ Скопје,info@maniconsalting.com.mk,070/217-178,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
Економско-правно биро КОМПАНИЈА Н.М ДОО Скопје,contact@kompanijanm.com.mk,02/3111-144,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за производство промет и услуги ПАПИРУС-ИН ДООЕЛ увоз-извоз Скопје,papirus_in@yahoo.com,02/2402-445,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за деловни услуги ДИС-НОВА ДОО увоз-извоз Скопје,disnova@t-home.mk,02/3231-262,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за консултантски услуги ФРОА КОНСАЛТИНГ ДООЕЛ Дебар,froaconsalting@yahoo.com,078/299-959,ДЕБАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за вршење сметководствени работи БЕЈБЕК увоз-извоз ДООЕЛ Охрид,beybek-96@hotmail.co.uk,071/865-692,ОХРИД,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за трговија,промет и услуги ЕУРОАКАУНТ БТ увоз-извоз ДООЕЛ Битола",euroakauntbt@yahoo.com,070/395-378,БИТОЛА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за трговија и услуги МОЕ КНИГОВОДСТВО ДОО Скопје,moeknigovodstvo@yahoo.com,02/2467-560,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за сметководствени, книговодствени работи и услуги КОНТО АРТ ВГ ДООЕЛ Скопје",kontoartmk@gmail.com,075/240-148,ЃОРЧЕ ПЕТРОВ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за трговија и услуги ГЕЛАС ДООЕЛ Скопје,info@gelas.mk,070377791,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги и  трговија ТИВАНИ-КОМПАНИ Трајче Петковски ДООЕЛ експорт-импорт Скопје,tivani92@yahoo.com,02/3086-198,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија и услуги ИНФОЛИМБ 2007 увоз-извоз ДООЕЛ Крушево",infolimb2007@yahoo.com,075946869,КРУШЕВО,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководство и услуги ДМ КОНСАЛТИНГ увоз-извоз ДООЕЛ Крушево,dmkonsalting@yahoo.com,076447044,КРУШЕВО,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги КОНТОАР ДОО Скопје,petar@kontoar.com.mk,022779301,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија,услуги и книговодствени работи РЕФЛЕКСИ ДООЕЛ експорт импорт Тетово",vladimirjancevski@yahoo.com,072243094,ТЕТОВО,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени работи ДМ КОНСАЛТ ПЛУС ДООЕЛ Штип,dmkonsalt@gmail.com,032300828,ШТИП,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за консалтинг и сметководствени услуги  АДА-ВС ДОО Скопје,s.boskova@yahoo.com,023246835,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за консалтинг и сметководство ПРО КОНСИЛИО ДООЕЛ Скопје,marija.proconsilio@gmail.com,023231016,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за промет и услуги ЈУНАЈТЕД ФАЈНЕНШАЛ извоз-увоз ДООЕЛ Скопје,united_fajnensali@yahoo.com,075446466,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија,градежништво и услуги ДДК ТРЕИД ДООЕЛ Скопје",ddktreid@gmail.com,070344541,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија и услуги СЛИШКОМЕРЦ Перо ДООЕЛ експорт-импорт,Скопје",sliskopero@gmail.com,023122157,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за производство трговија и услуги ЕУРО КОНСАЛТИНГ ПЛУС ДООЕЛ увоз-извоз Велес,kontakt.ecp@t-home.mk,071213898,ВЕЛЕС,,https://www.isos.mk/registar-of-accounting-companies/
Куќа за сметководство и консалтинг КНИ-ПРОКОМ ДООЕЛ Прилеп,mail@kniprokom.com.mk,048412505,ПРИЛЕП,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени и консалтинг услуги ДАМС ДОО Скопје,damsdoo@yahoo.com,023069190,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за инженеринг,туризам и угостителство СИСТЕМ М ДООЕЛ Скопје",sistem_mkd@yahoo.com,071238017,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за услуги,трговија и производство  АН-ПЕ 96 увоз-извоз Аневски Пеце ДООЕЛ Битола",peceanevski@yahoo.com,047228626,БИТОЛА,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за трговија,услуги и консалтинг ИНТЕРВОРК ГОЛД ДООЕЛ Скопје",interworkgold@gmail.com,075495663,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за интелектуални услуги СМЕТКОВОДСТВО ТРЕЗОР ДООЕЛ Скопје,smetkovodstvotrezor@hotmail.com,070386604,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за книговодствени услуги БИЛАНС БВБ 2010 ДОО Скопје,bilansdoo@hotmail.com,023175400,ГАЗИ БАБА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за книговодствени услуги АЛБ КОНСАЛТ ДООЕЛ експорт-импорт Тетово-Тетово,albconsalting@gmail.com,071327078,ТЕТОВО,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководство консалтинг финансии трговија и услуги ЕУРО КОНСАЛТИНГ ДООЕЛ експорт-импорт Гостивар,eurokonsalting@yahoo.com,078414222,ГОСТИВАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени и книговодствени услуги ТИМИ-КОНСАЛТИНГ ДООЕЛ експорт-импорт Тетово,timi.konsallting@gmail.com,070256252,ТЕТОВО,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги ЛИНК ДООЕЛ Радовиш,link.dooel@yahoo.com,032631135,РАДОВИШ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија и услуги ВЕЉКОВСКИ,Стојан и Лепа,ДОО увоз-извоз Куманово",contact@veljkovski.com.mk,031422761,КУМАНОВО,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија,транспорт и услуги ПЧИНСКИ-КОНСАЛТИНГ ДООЕЛ увоз-извоз Куманово",pcinski.consulting@gmail.com,031426968,КУМАНОВО,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за консалтинг, трговија и услуги ПРАВЕКО ДООЕЛ експорт-импорт Велес",praveko2010@yahoo.com,043211030,ВЕЛЕС,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги и промет на Сашо Завојчески СВЕТЛАНА Охрид ДООЕЛ,szavojche@yahoo.com,046/263-852,ОХРИД,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги и трговија КОМ-ПРЕС Лидија ДООЕЛ Скопје,lidija@kom-pres.com.mk,023226587,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за транспорт,трговија и услуги БОМАР-КОНСАЛТИНГ ДООЕЛ увоз-извоз Скопје",bomarkonsalting@hotmail.com,023174176,ГАЗИ БАБА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за правни и книговодствени услуги БОНВИСТА Консалтинг ДООЕЛ Скопје,bonvista2013@t-home.mk,070384132,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за услуги, трговија и  производство ДАТАКОНТ ДООЕЛ увоз-извоз Скопје",jovanovskistrezo@gmail.com,078209488,ЃОРЧЕ ПЕТРОВ,,https://www.isos.mk/registar-of-accounting-companies/
Трговско друштво за финансиски кнсалтинг и промет М &amp; С ДООЕЛ Скопје,ms.konsalting@gmail.com,023117274,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за ревизија ЕКОВИС АУДИТ МАКЕДОНИЈА ДОО Скопје,audit@btm.com.mk,02/2463-140,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководство бизнис консалтинг трговија и услуги ПЛАН Б ДООЕЛ експорт-импорт Гостивар,planbdooel@yahoo.com,077997766,ГОСТИВАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги и едукација КОНТО-КОНСАЛТИНГ НИ-МА ДООЕЛ СКОПЈЕ,margaveleva@gmail.com,072276389,ГАЗИ БАБА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за книговодствени услуги Книговодствено Биро БИЛАНС ЛД  ДООЕЛ Скопје,bilanslddooel@gmail.com,023087731,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство, трговија и услуги, увоз-извоз ЕУРОПЕЈА КОНСАЛТИНГ ДООЕЛ Скопје",europeja_mira@yahoo.com,075446848,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги и консалтинг БИРО ПЛУС ДОО Скопје,biroplus@yahoo.com,022466378,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за вршење на сметководствени работи и даночно советување ЛЕОВИ-КОНСАЛТИНГ ДООЕЛ Велес,sekuloska@leov.com.mk,043231868,ВЕЛЕС,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за вештачења, проценки и сметководствени услуги ТВИНС КОНСАЛТИНГ ФМС ДООЕЛ увоз-извоз Скопје",tvinsfms@gmail.com,070364037,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги и консалтинг ТАБУЛАРИУС ДООЕЛ Скопје,tabularius.mk@hotmail.com,070771750,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство,трговија и услуги КАЈА-АННИ ДООЕЛ увоз-извоз Скопје",kajaanni@yahoo.com,070793564,КИСЕЛА ВОДА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководство и консалтинг ПАРТНЕР ПЛУС ДООЕЛ Скопје,partnerplus_dooel@yahoo.com,075384948,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за интелектуални услуги АНДРИЈАНА  КОНСАЛТИНГ ДООЕЛ Скопје,info@zakov.mk,070211482,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководство и консалтинг  ИЗБОР ДООЕЛ Скопје,maja777izbor@yahoo.com,075797013,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководствени услуги СМ КОНСАЛТИНГ-БИРО ДООЕЛ М. Каменица,smkonsaltingbiro@gmail.com,070984876,МАКЕДОНСКА КАМЕНИЦА,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за сметководство и трговија НОРНИ НН - РО ДООЕЛ Скопје,rozezafirova@yahoo.com,071226420,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за услуги и трговија САМС Станика ДООЕЛ-Скопје,samstole@yahoo.com,070317394,АЕРОДРОМ,,https://www.isos.mk/registar-of-accounting-companies/
Овластено друштво за водење на  сметководствени и книговодствени работи КИМАКС КОНСАЛТИНГ ДООЕЛ Охрид,kimaks_macedonia@yahoo.com,070568741,ОХРИД,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за книговодствено финансиски услуги КО ФИН ДООЕЛ Скопје,kofin2000@yahoo.com,023076116,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за консалтинг, книговодство, трговија и услуги ЕКСТРА ТИМ ДООЕЛ Скопје",knigovodstvomg@gmail.com,075528186,КАРПОШ,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за финансиски консалтинг и трговија МИЛД КОНСАЛТИНГ ДООЕЛ Скопје,mild05sk@gmail.com,070279603,ЦЕНТАР,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за  трговија и услуги БИБА САЛДО НУЛА  увоз-извоз ДООЕЛ Прилеп,saldonula@gmail.com,075201550,ПРИЛЕП,,https://www.isos.mk/registar-of-accounting-companies/
Друштво за книговодствени и сметководствени работи ДАТА ЕКОНОМИК ДООЕЛ Прилеп,dataekonomik@t.mk,048400407,ПРИЛЕП,,https://www.isos.mk/registar-of-accounting-companies/
"Друштво за производство, трговија и услуги МЕГАС КОНСАЛТ увоз - извоз ДООЕЛ Прилеп",megas_konsalt@yahoo.com,048550913,ПРИЛЕП,,https://www.isos.mk/registar-of-accounting-companies/
